,id,name,alias1,alias2,alias3,gek,predicates,studbookId,father,fatherId,mother,motherId,fatherOfMother,fatherOfMotherId,year,studbook,reg,fei,redId,sex,chipnumber,isDeceased
219,2434339,TWERLY TESSA VAN T RIETKAMP Z,,,,,,5.0,TWISTER DE LA POMME,496677.0,NEW BALANCE VAN 'T MEULENHOF,2009600.0,ELVIS TER PUTTE,175041.0,2019,Zangersheide,056015Z55019519,,1508948.0,2,,False
220,2434286,FLOWER GIRL,,,,,,13.0,FUERST ROMANCIER,284062.0,SHACIRA,592056.0,SHOW STAR,80340.0,2019,Westfälisches Pferdestammbuch e.V.,276441410589419,,1621510.0,2,,False
221,2434285,HELVETIA AGROMIX,,,,,,17.0,HERALD 3,139250.0,CHANNEL AGROMIX,2098290.0,CASSINI II,21493.0,2019,Brasileiro de Hipismo,,,1507558.0,2,,False
222,2434184,ONBEK,,,,,,12.0,,,,,,,2019,Hannoveraner Verband e.V,,,1616696.0,2,,False
223,2434133,FORLAP ALFA Z,,,,,,5.0,QUERLYBET HERO,12781.0,UBAYA DC,624210.0,HEARTBREAKER,1002.0,2019,Zangersheide,,,1504243.0,0,,False
224,2434117,FORLAP ALPHA Z,FORLAP ALFA Z,,,,,5.0,QUERLYBET HERO,12781.0,UBAYA DC,624210.0,HEARTBREAKER,1002.0,2019,Zangersheide,056015Z55171519,,1503838.0,0,,False
225,2434106,C,,,,,,7.0,CHACOON BLUE,1691083.0,DAISY,1902560.0,LORD PEZI,81965.0,2019,Anglo European Studbook,,,1503757.0,0,,False
226,2434090,DICTE,,,,,,12.0,BLUE HORS DON OLYMBRIO,617056.0,LILLY,1626761.0,LONDONDERRY,24887.0,2019,Hannoveraner Verband e.V,276431316909919,,1503169.0,2,,False
227,2434043,NEBBIOLO MK,,,,,,20.0,HIP HOP,214154.0,CHICOLINA,728512.0,CARISMO,16350.0,2019,Swedish Warmblood,,,1502680.0,0,,False
228,2434018,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),5280,,1502103.0,1,,False
229,2433976,ONBEK,,,,,,5.0,,,,,,,2019,Zangersheide,,,1500759.0,0,,False
230,2433973,ONBEK,,,,,,426.0,,,,,,,2019,Onbekend,DE4,,1617991.0,1,,False
231,2433946,BELLE UNIQUE,,,,,,13.0,BLUE HORS BARON,1577748.0,JAZZABELLE,2407725.0,JAZZ,1186.0,2019,Westfälisches Pferdestammbuch e.V.,276441411148119,,1621509.0,2,,False
232,2433932,ONBEK,,,,,,7.0,,,,,,,2019,Anglo European Studbook,,,1500079.0,2,,False
233,2433903,ELECTRA GV,,,,,,13.0,EICHENDORFF,316489.0,ROCCOCO,601923.0,ROSANDRO,298565.0,2019,Westfälisches Pferdestammbuch e.V.,276441411218919,,1621495.0,2,,False
234,2433875,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),,,1498329.0,2,,False
235,2433862,HART JE ALDA GDL Z,,,,,,5.0,SCUDERIA 1918 HALIFAX VAN HET KLUIZEBOS,517369.0,GDL EGIRALDA G,553725.0,VIGARO,148828.0,2019,Zangersheide,056015Z55376819,,1498097.0,2,,False
236,2433739,SUDDER,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),528003201903391,,1494721.0,2,,False
237,2433667,D,,,,,,2.0,DIARADO,254807.0,,,,,2019,Holsteiner Verband,,,1493134.0,0,,False
238,2433664,Z,,,,,,13.0,ZIROCCO BLUE VDL,170812.0,,,,,2019,Westfälisches Pferdestammbuch e.V.,,,1493073.0,0,,False
239,2433648,ONBEK,,,,,,23.0,,,,,,,2019,Danish Warmblood,,,1492614.0,1,,False
240,2433631,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),528003201905654,,1491869.0,0,,False
241,2433630,MEKERT,,,,,,2.0,MILLENNIUM,415625.0,D-BELLA ANNA,2055536.0,BORDEAUX,364438.0,2019,Holsteiner Verband,DE421000176719,,1491853.0,0,,False
242,2433629,ONBEK,,,,,,6.0,,,,,,,2019,Oldenburger Verband,201900000000000,,1491833.0,0,,False
243,2433628,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),528003201900155,,1491825.0,0,,False
244,2433625,ONBEK,,,,,,12.0,,,,,,,2019,Hannoveraner Verband e.V,DE431310063219,,1491786.0,0,,False
245,2433624,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),201904805,,1491776.0,0,,False
246,2433576,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),528003201902466,,1490189.0,0,,False
247,2433524,C,,,,,,5.0,CABRIO VAN DE HEFFINCK,101938.0,CHILI GOLD W,1937040.0,CHACCO'S SON I,485956.0,2019,Zangersheide,BEL015Z55118619,,1487596.0,0,,False
248,2433523,B1,,,,,,13.0,BALOUNITO,1695153.0,MISS CORNET,1848166.0,CORNET OBOLENSKY,34480.0,2019,Westfälisches Pferdestammbuch e.V.,DE441410747719,,1487592.0,0,,False
249,2433522,A,,,,,,13.0,A LA CARTE NRW,613338.0,ASPANJA,1628268.0,ARPEGGIO,34427.0,2019,Westfälisches Pferdestammbuch e.V.,DE441410441019,,1487590.0,0,,False
250,2433266,B,,,,,,13.0,BALTIC VDL,365948.0,DORINE,2006244.0,TENERIFE VDL,5834.0,2019,Westfälisches Pferdestammbuch e.V.,DE441411197719,,1481705.0,0,,False
251,2433262,EL VIVO PS,,,,,,6.0,ESCAMILLO,1781583.0,VIVA CONTANA,2257986.0,VIVALDI,42574.0,2019,Oldenburger Verband,,,1481443.0,0,,False
252,2433241,SPLOTCH BD,,,,,,12.0,SECRET,1900091.0,FAIRLIGHT,2256513.0,FOLLOW ME,1532982.0,2019,Hannoveraner Verband e.V,DE431310141319,,1479959.0,0,,False
253,2433231,DON,,,,,,2.0,DIARADO,254807.0,DON,2433231.0,DIARADO,254807.0,2019,Holsteiner Verband,DE421000033819,,1479301.0,0,,False
254,2433224,ONBEK,,,,,,468.0,,,,,,,2019,New Zealand Hanoverian Society,,,1478737.0,0,,False
255,2433211,VINICIUS,,,,,,13.0,VITALIS,231342.0,BELISA,2235232.0,BELISSIMO M,34453.0,2019,Westfälisches Pferdestammbuch e.V.,276441410537519,,1621494.0,1,,False
256,2432747,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),528003201909863,,1465130.0,0,,False
257,2432563,LA VIE EN ROSE DU JADE,,,,,,6.0,LIVALDON,1525910.0,MONA LUISA DU JADE,1922373.0,FRANZISKUS,615587.0,2019,Oldenburger Verband,DE433330863119,,1459427.0,2,,False
258,2432497,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),,,1457359.0,2,,False
259,2432469,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),,,1456070.0,0,,False
260,2432398,ENZO B,,,,,,13.0,ESCOLAR,1505343.0,FLORENCE,1875020.0,FLORESCO NRW,169665.0,2019,Westfälisches Pferdestammbuch e.V.,276441410924519,,1621487.0,1,,False
261,2432242,FREDERICO II EQ,,,,,,12.0,FINEST,1583514.0,DINETTI,1556291.0,DIMAGGIO,122445.0,2019,Hannoveraner Verband e.V,DE431316787819,,1445561.0,0,,False
262,2432213,JADORE DE L?O,,,,,,10.0,UNTOUCHABLE,46156.0,ALASKA DU SOLEIL,2202963.0,L'ARC DE TRIOMPHE,54590.0,2019,Selle Francais,,,1444613.0,2,,False
263,2432209,SD D`ELVIS,,,,,,468.0,ELVIS TER PUTTE,175041.0,FINE-CHIN VAN HET GEVAHOF,705222.0,CHIN CHIN,2361.0,2019,New Zealand Hanoverian Society,,,1444513.0,0,,False
264,2432151,ONBEK,,,,,,23.0,,,,,,,2019,Danish Warmblood,,,1443506.0,0,,False
265,2432103,ONBEK,,,,,,,,,,,,,2019,,,,1441745.0,0,,False
266,2432099,SUDDER,,,,,,,,,,,,,2019,,,,1441502.0,0,,False
267,2432074,SUDDER,,,,,,,,,,,,,2019,,,,1440956.0,0,,False
268,2432027,ONBEK,,,,,,3.0,,,,,,,2019,NRPS,528,,1439744.0,2,,False
269,2431926,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),,,1437610.0,2,,False
270,2431897,SUDDER,,,,,,,,,,,,,2019,,,,1436999.0,2,,False
271,2431891,SUDDER,,,,,,17.0,,,,,,,2019,Brasileiro de Hipismo,,,1436803.0,2,,False
272,2431790,DIPEGGIO L Z,,,,,,5.0,DIAMANT DE SEMILLY,33956.0,AMICA NEGRA,2211020.0,ARPEGGIO,34427.0,2019,Zangersheide,056015Z55312519,,1435675.0,2,,False
273,2431749,TUUT TUUT VD KNUFFEL,,,,,,,,,,,,,2019,,056-002-WOO323248,,1434967.0,0,,False
274,2431612,FRASCINO II KL,,,,,,6.0,FUERST WILHELM,403500.0,SAMARANCHE,1994598.0,SAMARANT,44012.0,2019,Oldenburger Verband,DE433330886719,,1431477.0,0,,False
275,2431550,METAFORA SE,,,,,,13.0,LIMBO 92,1573058.0,FLORENCE,664398.0,LANDLORD,511.0,2019,Westfälisches Pferdestammbuch e.V.,DE441410861619,,1429824.0,2,,False
276,2431326,FARIDA,,,,,,13.0,FÜRST SAMARANT,1958401.0,RALUCA,2430934.0,ROCKWELL,36111.0,2019,Westfälisches Pferdestammbuch e.V.,276441411118419,,1621181.0,2,,False
277,2431217,GI-JANE D'IVE Z,,,,,,5.0,GLASGOW-W V H MERELSNEST,537301.0,BELLISSIMA D'IVE,151182.0,QUIDAM DE REVEL,1061.0,2019,Zangersheide,,,1422811.0,2,,False
278,2431192,ONBEK,,,,,,5.0,,,,,,,2019,Zangersheide,,,1422122.0,2,,False
279,2431184,ONBEK,,,,,,7.0,,,,,,,2019,Anglo European Studbook,,,1421892.0,2,,False
280,2431053,OZANDRO,,,,,,1.0,CIZANDRO,469866.0,FLEURET A,1828627.0,MANNO,24632.0,2019,KWPN (Royal Dutch Sporthorse),528003201902316,,1418639.0,0,,False
281,2431005,ONBEK,,,,,,,,,,,,,2019,,,,1417276.0,2,,False
282,2430902,UTOPIA KEY SR,,,,,,1.0,UNITED TOUCH S,1677488.0,NEWTY,1717098.0,KANNAN GFE,42058.0,2019,KWPN (Royal Dutch Sporthorse),,,1415273.0,2,,False
283,2430788,Z123,,,,,,6.0,GLOCK'S ZONIK N.O.P.,641218.0,CHINA AIR,2119342.0,CRISTO,98498.0,2019,Oldenburger Verband,,,1412563.0,0,,False
284,2430720,OMAR V&V,,,,,,1.0,ELDORADO VAN DE ZESHOEK TN,174917.0,ISCHA V&V,1598447.0,LORDANOS,21692.0,2019,KWPN (Royal Dutch Sporthorse),528003201903256,,1410623.0,0,,False
285,2430716,ONBEK,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),,,1410427.0,2,,False
286,2430554,L,,,,,,1.0,LUIGI D'ECLIPSE,657962.0,BELLA UNO,124510.0,NUMERO UNO,2112.0,2019,KWPN (Royal Dutch Sporthorse),,,1404211.0,0,,False
287,2430438,GAMA NSO,,,,,,446.0,GRANDORADO TN N.O.P.,1596329.0,TAIPEH,1617131.0,CALIDO I,417.0,2019,Lithuanian Horse Breeders Association,LTU006490096719,,1401401.0,2,,False
288,2430437,GAMA NSO,,,,,,446.0,GRANDORADO TN N.O.P.,1596329.0,TAIPEH,1617131.0,CALIDO I,417.0,2019,Lithuanian Horse Breeders Association,LTU006490096719,,1401400.0,2,,False
289,2430410,OLIVIA H.W.,,,,,,1.0,KENSINGTON ES,1775702.0,CAROLL,277621.0,VLEUT,43158.0,2019,KWPN (Royal Dutch Sporthorse),528003201910070,,1399321.0,2,,False
290,2430407,CETO M,,,,,,7.0,,,CROFT IN TOUCH,2177610.0,LUX Z,1684.0,2019,Anglo European Studbook,826002200888561,,1399175.0,2,,False
291,2430379,DREE BÖKENS FLORENTIN,,,,,,12.0,FASHION IN BLACK NRW,1958405.0,DAYLIGHT,1945358.0,DAMON HILL,36017.0,2019,Hannoveraner Verband e.V,276431310654819,,1620560.0,1,,False
292,2430376,KYANI,,,,,,,MEANDER VAN DE HEIMERIETE,1790958.0,,,,,2019,,,,1397762.0,0,,False
293,2430291,OLANDRA,,,,,,1.0,,,GELANDRA,1642040.0,GLASGOW-W V H MERELSNEST,537301.0,2019,KWPN (Royal Dutch Sporthorse),528003201908460,,1395865.0,2,,False
294,2430266,OKLAHOMA,,,,,,1.0,GRANDORADO TN N.O.P.,1596329.0,TWISTER,36239.0,BALOUBET DU ROUET,2859.0,2019,KWPN (Royal Dutch Sporthorse),,,1395173.0,2,,False
295,2429986,OLYMPIA LA,,,,,,1.0,COMME IL FAUT,285153.0,DAHLIA VAN DE HERMITAGE,144005.0,CHIN CHIN,2361.0,2019,KWPN (Royal Dutch Sporthorse),,,1386027.0,2,,False
296,2429977,OHIO-MARIA DS,,,,,,1.0,COMME IL FAUT,285153.0,,,,,2019,KWPN (Royal Dutch Sporthorse),528003201910417,,1385674.0,2,,False
297,2429976,OHIO-MARIA DS,,,,,,1.0,EMERALD VAN 'T RUYTERSHOF,196504.0,UMEA-MARIA M,12768.0,CARTHAGO,2441.0,2019,KWPN (Royal Dutch Sporthorse),528003201910417,,1385673.0,2,,False
298,2429881,ANIMA,KLEONS ANIMA,,,,,12.0,ANDIAMO SEMILLY,641120.0,STAKKATOS GRAEFIN,2162114.0,STAKKATO,15144.0,2019,Hannoveraner Verband e.V,DE431316998519,,1383088.0,0,,False
299,2429813, SOLAGUAYRE CAREY,SOLAGUAYRE CAREY123,,,,,25.0,SOLAGUAYRE COMPLOT,1655372.0,CARISSA SOLAGUAYRE,1612105.0,CASALL,49609.0,2019,Argentina: Asociacion Argentina de Fomento Equino,032001000555825,,1380369.0,2,,False
300,2429655,*,,,,,,7.0,,,SUTTON GRANGE ELEGANT SERANO,2155866.0,SERANO GOLD,113586.0,2019,Anglo European Studbook,,,1376560.0,2,,False
301,2429588,FORTINO,,,,,,13.0,FOR GOLD OLD,1876346.0,BELLA BRAVISSIMA,1849445.0,BELISSIMO M,34453.0,2019,Westfälisches Pferdestammbuch e.V.,276441410769019,,1621156.0,1,,False
302,2429509,LAYENNE,,,,,,60.0,LANDJONKER S,546005.0,CAYENE,589876.0,CALIDO I,417.0,2019,Oldenburg International,,,1372426.0,2,,False
303,2429384,C,,,,,,12.0,COLMAN,17031.0,CALIDA,1938081.0,CALIDO I,417.0,2019,Hannoveraner Verband e.V,DE43131665519,,1367220.0,0,,False
304,2429383,C,,,,,,12.0,COLMAN,17031.0,CALIDA,714127.0,CALIDO I,417.0,2019,Hannoveraner Verband e.V,DE43131665519,,1367219.0,0,,False
305,2429376,JAVOTTE DES CHABANNES,,,,,,10.0,,,SURPRISE DES ISLOTS,2146173.0,CHELLANO Z,12701.0,2019,Selle Francais,,,1367069.0,2,,False
306,2429339,BALOU-BOY-HF,,,,,,7.0,BALOU STAR,500191.0,NO REGRETS II,2011000.0,KANNAN GFE,42058.0,2019,Anglo European Studbook,,,1365836.0,0,,False
307,2429335,LUCKY MOON,,,,,,5.0,LONDON'S BEST,1650000.0,REBELLE MOON Z,1573836.0,REBEL II Z,2518.0,2019,Zangersheide,,,1365798.0,0,,False
308,2429319,ONBEK,,,,,,426.0,,,,,,,2019,Onbekend,,,1617838.0,2,,False
309,2429254,ONBEK,,,,,,7.0,,,,,,,2019,Anglo European Studbook,,,1363722.0,0,,False
310,2429222,ZEPPE,,,,,,7.0,,,,,,,2019,Anglo European Studbook,,,1362913.0,48,,False
311,2429087,B...,,,,,,426.0,BONAPARTE,315321.0,,,,,2019,Onbekend,,,1360862.0,48,,False
312,2428991,OLIVIA VAN LANGE WEEREN,,,,,,1.0,GUNNER KS,1563109.0,ZYNOUX VAN LANGE WEEREN,233363.0,KRACK C,1460.0,2019,KWPN (Royal Dutch Sporthorse),528003201904047,,1359500.0,2,,False
313,2428990,OLIVIA VAN LANGE WEEREN,,,,,,1.0,GUNNER KS,1563109.0,ZYNOUX VAN LANGE WEEREN,233363.0,KRACK C,1460.0,2019,KWPN (Royal Dutch Sporthorse),528003201904047,,1359499.0,2,,False
314,2428909,MARILYN MONROE,,,,,,2.0,DIAMANT DE SEMILLY,33956.0,GRACIA,1901914.0,CARTHAGO,2441.0,2019,Holsteiner Verband,DE421000521819,,1358837.0,2,,False
315,2428907,HELS CARAVAGGIO,,,,,,80.0,CASCADELLO I,713566.0,DIANA 1153,2137562.0,DINKEN,1532809.0,2019,Norwegian Warmblood Association,,,1358771.0,0,,False
316,2428817,ONCE UPON A TIME EC,,,,,,1.0,COHINOOR VDL,1680222.0,BANBA,2136384.0,OVIDIUS,5196.0,2019,KWPN (Royal Dutch Sporthorse),528003201900974,,1357549.0,2,,False
317,2428739,OBSESSION,,,,,,1.0,,,CALITA,105421.0,CARDINO,56295.0,2019,KWPN (Royal Dutch Sporthorse),,,1356668.0,0,,False
318,2428684,OSINA TREN,,,,,,1.0,FALAISE DE MUZE,271751.0,SYBERSINAA,27304.0,CORLAND,4.0,2019,KWPN (Royal Dutch Sporthorse),528003201909027,,1356161.0,2,,False
319,2428337,ZEUS,,,,,,13.0,ZOOM,1623095.0,DORSELS FEINE FRIEDA,1590271.0,FLORESCO NRW,169665.0,2019,Westfälisches Pferdestammbuch e.V.,276441410453919,,1621155.0,1,,False
320,2428252,SUDDER,,,,,,60.0,,,,,,,2019,Oldenburg International,,,1350025.0,0,,False
321,2428238,VERSAILLES,,,,,,55.0,,,DECADENCE,654284.0,DROSSELKLANG II,29588.0,2019,Stud-Book du Cheval de Selle Luxembourgeois ( S.C.S.L.),442001000001119,,1349834.0,2,,False
322,2428237,VERSAILLES,,,,,,55.0,,,DECADENCE,654284.0,DROSSELKLANG II,29588.0,2019,Stud-Book du Cheval de Selle Luxembourgeois ( S.C.S.L.),442001000001119,,1349833.0,2,,False
323,2428236,VERSAILLES,,,,,,55.0,,,DECADENCE,654284.0,DROSSELKLANG II,29588.0,2019,Stud-Book du Cheval de Selle Luxembourgeois ( S.C.S.L.),442001000001119,,1349832.0,2,,False
324,2428235,VERSAILLES,,,,,,55.0,,,DECADENCE,654284.0,DROSSELKLANG II,29588.0,2019,Stud-Book du Cheval de Selle Luxembourgeois ( S.C.S.L.),442001000001119,,1349831.0,2,,False
325,2428170,MEGGY TEZORO,,,,,,448.0,,,DONA,2127284.0,CHAZAR,2124654.0,2019,Slovak Warmblood (SVKWB),703098100003309,,1349110.0,2,,False
326,2428102,HAPPY HOOKER STS,,,,,,5.0,HEATHROW 3,1941656.0,QUANDICE DE KERGLENN,1502888.0,DIAMANT DE SEMILLY,33956.0,2019,Zangersheide,056015Z55372219,,1348270.0,2,,False
327,2427869,CLAIRE Z,,,,,,5.0,CHESTER Z,324867.0,ABEL LADY Z,1647095.0,ABELTUS Z,8733.0,2019,Zangersheide,,,1343474.0,2,,False
328,2427789,OVASTRONA,,,,,,1.0,INCOGNITO,1794987.0,RAVASTRONA,46237.0,LANCET,1523.0,2019,KWPN (Royal Dutch Sporthorse),528003201905111,,1341877.0,2,,False
329,2427788,ONBEK,,,,,,5.0,,,,,,,2019,Zangersheide,,,1341874.0,2,,False
330,2427748,C,,,,,,60.0,CORNET OBOLENSKY,34480.0,QUANTAS AIR,2119339.0,QUIDAM DE REVEL,1061.0,2019,Oldenburg International,,,1340586.0,0,,False
331,2427731,ONDINE DE BAUGY,,,,,,1.0,IMPALA DES FONTAINES,104620.0,UDINE DES FONTAINES,1840516.0,JUMPY DES FONTAINES,1259.0,2019,KWPN (Royal Dutch Sporthorse),528003201902351,,1340075.0,2,,False
332,2427702,X,,,,,,468.0,FELLOW L,548782.0,ONBEK,2427701.0,,,2019,New Zealand Hanoverian Society,,,1339055.0,0,,False
333,2427696,RBR GYMNOPEDIE123,,,,,,17.0,GLASGOW-W V H MERELSNEST,537301.0,ACAROLE DO REFUGIO,535297.0,AZTECA VDL,267396.0,2019,Brasileiro de Hipismo,,,1338804.0,2,,False
334,2427622,ONBEK,,,,,,,,,,,,,2019,,,,1337038.0,0,,False
335,2427543,LEOVYDO L'ESPOIRE Z,,,,,,5.0,LUIGI D'ECLIPSE,657962.0,LEOVY L'ESPOIRE,1861148.0,LASPARI,442901.0,2019,Zangersheide,,,1335736.0,0,,False
336,2427541,COMANCHE,,,,,,32.0,,,JOLINE,467462.0,JAGUAR MAIL,98115.0,2019,Finnish Warmblood,246001H00191501,,1335700.0,0,,False
337,2427540,COMANCHE,,,,,,32.0,CANTONA TN,1568466.0,JOLINE,467462.0,JAGUAR MAIL,98115.0,2019,Finnish Warmblood,246001H00191501,,1335699.0,0,,False
338,2427416,JANE BIRKIN,,,,,,515.0,ACONTENDER M,267173.0,CALAMITY JANE,468420.0,QUASIMODO VAN DE MOLENDREEF,56812.0,2019,Sella Italiano UNIRE,,,1334494.0,2,,False
339,2427414,ORCHIDEE V,,,,,,1.0,JARDONNAY VDL,1886243.0,BANGELO V,692535.0,TANGELO VAN DE ZUUTHOEVE,2723.0,2019,KWPN (Royal Dutch Sporthorse),,,1334472.0,2,,False
340,2427299,NICKY EEN,,,,,,1.0,IN STYLE,1716231.0,BAMBOLI Z WH,443226.0,KRACK C,1460.0,2019,KWPN (Royal Dutch Sporthorse),,,1332325.0,0,,False
341,2427256,ONBEK,,,,,,6.0,,,,,,,2019,Oldenburger Verband,DE433330635019,,1331496.0,2,,False
342,2427254,ONBEK,,,,,,5.0,,,,,,,2019,Zangersheide,056015Z55495019,,1331449.0,0,,False
343,2427232,OXFORD,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),,,1330767.0,0,,False
344,2427199,GODIETA'S ROMEO,,,,,,7.0,SSF ROMEO,2108827.0,GODIETA-G,680760.0,JOHNSON,43580.0,2019,Anglo European Studbook,826002190885748,,1330239.0,0,,False
345,2427194,O,,,,,,1.0,POKER DE MARIPOSA TN,1969522.0,FORAGE-K,2029263.0,CHELLO III,267172.0,2019,KWPN (Royal Dutch Sporthorse),528003201902930,,1330179.0,0,,False
346,2427190,ONBEK,,,,,,5.0,,,,,,,2019,Zangersheide,056015Z55545719,,1329807.0,2,,False
347,2427189,JAZZ SOHNS D K Z,,,,,,5.0,,,JAMOSE,1665774.0,GUIDAM SOHN,80310.0,2019,Zangersheide,056015Z55546019,,1329799.0,2,,False
348,2427188,JAZZ SOHNS D K Z,,,,,,5.0,JAZZ DE COQUERIE,160732.0,JAMOSE,1665774.0,GUIDAM SOHN,80310.0,2019,Zangersheide,528224001130479,,1329798.0,2,,False
349,2427187,JOLYS GALOUBET K Z,,,,,,5.0,,,LUNE DE L'ERMITAGE,581753.0,GALOUBET A,2181.0,2019,Zangersheide,056015Z55544019,,1329792.0,2,,False
350,2427085,O,,,,,,1.0,ZIROCCO BLUE VDL,170812.0,ULINA DU ROUET,183541.0,BALOUBET DU ROUET,2859.0,2019,KWPN (Royal Dutch Sporthorse),528003201907332,,1326094.0,2,,False
351,2427067,OLIVIER,,,,,,1.0,KEVIN,2091715.0,VERONA,1831576.0,RUDY B,285974.0,2019,KWPN (Royal Dutch Sporthorse),528003201903762,,1325899.0,0,,False
352,2427060,ORLANDO DV,,,,,,1.0,INAICO VDL,1657632.0,WALUDINE,212696.0,GOODTIMES,472.0,2019,KWPN (Royal Dutch Sporthorse),528003201902858,,1325816.0,0,,False
353,2427054,OGEMMIE,,,,,,1.0,JUKEBOX,1886252.0,UGEMMIE,79793.0,FRENCH BUFFET XX,835.0,2019,KWPN (Royal Dutch Sporthorse),528003201907661,,1325662.0,2,,False
354,2427040,OLIVIA DELIN,,,,,,3.0,MILFORD VDL,1956127.0,KELLY DELIN,1745861.0,FAIRYTALE,1540249.0,2019,NRPS,528008201900208,,1325403.0,2,,False
355,2427014,SUDDER,,,,,,1.0,,,,,,,2019,KWPN (Royal Dutch Sporthorse),,,1324397.0,2,,False
356,2427009,OAKLEY OFF GOLD,,,,,,1.0,FONTAINE TN,1916233.0,HEART OF GOLD,1820480.0,BON BRAVOUR,364745.0,2019,KWPN (Royal Dutch Sporthorse),528003201901159,,1324147.0,2,,False
357,2426990,ORANGE IS THE NEW BLACK,,,,,,1.0,SPRINGBANK II VH,1792091.0,GOODHEART,1740135.0,TOTILAS,162411.0,2019,KWPN (Royal Dutch Sporthorse),528003201900926,,1323842.0,0,,False
358,2426968,ORESME VAN DE WATERMOLEN,,,,,,1.0,CARAMBOLE,160621.0,NAOMI,147774.0,CANTUS,418.0,2019,KWPN (Royal Dutch Sporthorse),528003201904970,,1323499.0,0,,False
359,2426967,O ZO SPECIAL,,,,,,1.0,I'M SPECIAL DE MUZE,653584.0,TANAGRA M,113619.0,CALVADOS,704.0,2019,KWPN (Royal Dutch Sporthorse),528003201901459,,1323490.0,0,,False
360,2426931,OLIJFJE TROJKA S,,,,,,1.0,ZIROCCO BLUE VDL,170812.0,TROJKA DML,71800.0,EMILION,2936.0,2019,KWPN (Royal Dutch Sporthorse),528003201904319,,1322405.0,2,,False
361,2426925,FS DARNEY,,,,,,14.0,TENTERHOFS DASH DANCE,1860366.0,FS LADY DI,2425805.0,MEGGLE'S FS LENNOX LOUIS,284405.0,2019,Rheinland,276431430616019,,1621183.0,1,,False
362,2426900,LORENZO,,,,,,13.0,,,RENOVATE XX,1491830.0,BEHRENS XX,1491831.0,2019,Westfälisches Pferdestammbuch e.V.,,,1321043.0,1,,False
363,2426883,DESIGNED TO DANCE,,,,DR,,489.0,DATING AT,2052049.0,VELINA,2205614.0,VINCENT,2205616.0,2019,Deutsches Reitpony,276441410392919,,1620538.0,0,,False
364,2426841,EMPEROR VAN HET KOONENRIJK K.,,,,,,13.0,EHRENPREIS NRW,40329.0,ROYAL RICCIA,727738.0,RICCIO NRW,18564.0,2019,Westfälisches Pferdestammbuch e.V.,DE441410764119,,1319112.0,0,,False
365,2426840,EMPEROR VAN HET KOONENRIJK K.,,,,,,13.0,EHRENPREIS NRW,40329.0,ROYAL RICCIA,727738.0,RICCIO NRW,18564.0,2019,Westfälisches Pferdestammbuch e.V.,DE441410764119,,1319111.0,0,,False
366,2426839,EMPEROR VAN HET KOONENRIJK K.,,,,,,13.0,EHRENPREIS NRW,40329.0,ROYAL RICCIA,727738.0,RICCIO NRW,18564.0,2019,Westfälisches Pferdestammbuch e.V.,DE441410764119,,1319110.0,0,,False
367,2426838,EMPEROR VAN HET KOONENRIJK K.,,,,,,13.0,EHRENPREIS NRW,40329.0,ROYAL RICCIA,727738.0,RICCIO NRW,18564.0,2019,Westfälisches Pferdestammbuch e.V.,DE441410764119,,1319109.0,0,,False
368,2426837,EMPEROR VAN HET KOONENRIJK K.,,,,,,13.0,EHRENPREIS NRW,40329.0,ROYAL RICCIA,727738.0,RICCIO NRW,18564.0,2019,Westfälisches Pferdestammbuch e.V.,DE441410764119,,1319108.0,0,,False
369,2426836,EMPEROR VAN HET KOONENRIJK K.,,,,,,13.0,EHRENPREIS NRW,40329.0,ROYAL RICCIA,727738.0,RICCIO NRW,18564.0,2019,Westfälisches Pferdestammbuch e.V.,DE441410764119,,1319107.0,0,,False
370,2426745,HARRIS PARK EINSTEIN,,,,,,85.0,HPW EMMETT RW,1675502.0,RAUTAI'S PRINCESS XX,2014626.0,KING RAUTAI XX,2014618.0,2019,Australian Warmblood Horse Association,,,1316853.0,0,,False
371,2426717,RIA BELLA PROOSTHOF,,,,,,7.0,RICHEBOURG,13609.0,PIA BELLA PROOSTHOF Z,1797216.0,POLLUX DE MUZE Z,708281.0,2019,Anglo European Studbook,,,1315684.0,2,,False
372,2426716,HELENA 111,,,,,,7.0,EL BARONE 111 Z,1551979.0,HADICHA VAN DE MARSWEG,1594837.0,CHATMAN,40816.0,2019,Anglo European Studbook,826002190886872,,1315683.0,2,,False
